id	molecularFormula	adduct	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
1639_CCE1706_MZmine3_SIRIUS_1_10262	C19H31NO5	[M - H2O + H]+	Alkaloids	0.7504944801330566	Eicosanoids	0.6095014214515686	Open-chain polyketides	0.6292417645454407	Amino acids and derivatives	0.5114156603813171	Amino acids and derivatives	0.5114156603813171	Amino acids, peptides, and analogues	0.5133728981018066	Carboxylic acids and derivatives	0.9791284799575806	Organic acids and derivatives	0.9924593567848206	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Ketones; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Amino fatty acids; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1410_CCE1706_MZmine3_SIRIUS_1_8146	C17H32N2O	[M + H]+	Alkaloids	0.9075335264205933	Lysine alkaloids	0.8659389019012451	Quinolizidine alkaloids	0.5730135440826416	Alpha amino acid amides	0.7952116131782532	Amino acids and derivatives	0.9256970882415771	Amino acids, peptides, and analogues	0.930091917514801	Carboxylic acids and derivatives	0.8382999897003174	Organic acids and derivatives	0.962356686592102	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Alpha amino acid amides; Amines; Primary amines; Tertiary amines; N-alkylpyrrolidines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1869_CCE1706_MZmine3_SIRIUS_1_12633	C12H16O5	[M + H]+	Fatty acids	0.9776220321655273	Fatty Acids and Conjugates	0.9676765203475952	Heterocyclic fatty acids	0.9999955892562866	Furanoid fatty acids	0.9925028085708618	Heterocyclic fatty acids	0.9975441098213196	Fatty acids and conjugates	0.9595568180084229	Fatty Acyls	0.7727401852607727	Lipids and lipid-like molecules	0.8129491209983826	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Furans; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Furanoid fatty acids; Carbonyl compounds; Heterocyclic fatty acids; Fatty Acyls; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Furoic acid and derivatives; Furan-3-carboxylic acid and derivatives; Chemical entities
959_CCE1706_MZmine3_SIRIUS_1_4494	C17H21N4O9P	[M + H]+	Alkaloids	0.9999701976776123	Pseudoalkaloids	0.9862343072891235	pteridine alkaloids	0.9921383261680603	Flavin nucleotides	0.9739921689033508					Flavin nucleotides	0.9739921689033508	Nucleosides, nucleotides, and analogues	0.6519476175308228	Organic compounds; Organoheterocyclic compounds; Pyrazines; Pyrimidines and pyrimidine derivatives; Pteridines and derivatives; Alcohols and polyols; Lactams; Organic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Alloxazines and isoalloxazines; Organic phosphoric acids and derivatives; Phosphate esters; Quinoxalines; Flavins; Flavin nucleotides; Diazines; Secondary alcohols; Polyols; Benzenoids; Alkyl phosphates; Monoalkyl phosphates; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Diazanaphthalenes; Benzodiazines; Chemical entities
47_CCE1706_MZmine3_SIRIUS_1_242	C3H7O9PS	[M + Na]+	Fatty acids	0.7162862420082092	Fatty Acids and Conjugates	0.8259388208389282	Dicarboxylic acids	0.9118990898132324	Alkyl sulfates	0.7579388618469238			Alkyl sulfates	0.7579388618469238	Organic sulfuric acids and derivatives	0.21223820745944977	Organic acids and derivatives	0.9984435439109802	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Sulfonyls; Organosulfonic acids; Carboxylic acids; Carbonyl compounds; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Alkyl sulfates; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
520_CCE1706_MZmine3_SIRIUS_1_1830	C12H22N2O2	[M - H2O + H]+	Alkaloids	0.608712375164032	Lysine alkaloids	0.3365221917629242	Dipeptides	0.29803717136383057	Amino acids and derivatives	0.6886618733406067	Amino acids and derivatives	0.6886618733406067	Amino acids, peptides, and analogues	0.6847513914108276	Carboxylic acids and derivatives	0.9858145117759705	Organic acids and derivatives	0.9913705587387085	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
285_CCE1706_MZmine3_SIRIUS_1_1167	C7H13NO4	[M + H]+	Amino acids and Peptides	0.9911357164382935	Small peptides	0.993540346622467	Aminoacids	0.9731167554855347	Alpha amino acid esters	0.9573147296905518	Amino acids and derivatives	0.9999897480010986	Amino acids, peptides, and analogues	0.9999890327453613	Carboxylic acids and derivatives	0.9999998807907104	Organic acids and derivatives	1.0	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Alpha amino acid esters; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Amines; Primary amines; Methyl esters; Fatty acid methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1186_CCE1706_MZmine3_SIRIUS_1_6190	C15H23NO6	[M - H2O + H]+	Alkaloids	0.993427038192749	Ornithine alkaloids	0.9215586185455322	Pyrrolizidine alkaloids	0.9993234872817993	Pyrrolizines	0.9925402998924255					Pyrrolizines	0.9925402998924255	Organoheterocyclic compounds	0.995413601398468	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Pyrrolines; Alcohols and polyols; Pyrrolidines; Pyrrolizines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy acids and derivatives; Amine oxides and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Polyols; Organic zwitterions; Fatty Acyls; Organic oxides; Aminoxides; Azacyclic compounds; Hydrocarbon derivatives; Trialkyl amine oxides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
522_CCE1706_MZmine3_SIRIUS_1_1840	C24H44N4O4	[M + H]+	Amino acids and Peptides	0.9576978087425232	Oligopeptides	0.47865450382232666	Lipopeptides	0.18718025088310242	N-acyl-alpha amino acids and derivatives	0.6463841199874878	Amino acids and derivatives	0.9972587823867798	Amino acids, peptides, and analogues	0.9984235763549805	Carboxylic acids and derivatives	0.9970620274543762	Organic acids and derivatives	0.9991087317466736	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1871_CCE1706_MZmine3_SIRIUS_1_12640	C11H17NO5	[M + H]+	Amino acids and Peptides	0.5001781582832336	Small peptides	0.2780427038669586	Wax monoesters	0.08370544761419296	Alpha amino acid esters	0.6539139151573181	Amino acids and derivatives	0.9908118844032288	Amino acids, peptides, and analogues	0.9912407994270325	Carboxylic acids and derivatives	0.9999570846557617	Organic acids and derivatives	0.9999866485595703	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; Dialkyl ethers; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
754_CCE1706_MZmine3_SIRIUS_1_3069	C12H26O7	[M + H3N + H]+	Fatty acids	0.9963570237159729	Glycerolipids	0.9790244102478027	Monoacylglycerols	0.9897510409355164	Polyethylene glycols	0.9997327923774719	Dialkyl ethers	0.9999464750289917	Ethers	0.9999794960021973	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
524_CCE1706_MZmine3_SIRIUS_1_1845	C15H22N4O5	[M + H]+	Amino acids and Peptides	0.7046738266944885	Small peptides	0.8121403455734253	Dipeptides	0.41622182726860046	N-acyl-alpha amino acids	0.5840469598770142	Amino acids and derivatives	0.9715558886528015	Amino acids, peptides, and analogues	0.9747635126113892	Carboxylic acids and derivatives	0.9997730851173401	Organic acids and derivatives	0.9999548196792603	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrans; Dioxolanes; Epoxides; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; 1,3-dioxolanes; Acetals; Secondary carboxylic acid amides; Carbonyl compounds; Oxirane carboxylic acids and derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Oxirane carboxylic acids; Primary amines; Carboximidamides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1416_CCE1706_MZmine3_SIRIUS_1_8187	C12H17NO2	[M + H]+	Alkaloids	0.8975443840026855	Tyrosine alkaloids	0.4541155695915222	Phenylalanine-derived alkaloids	0.7036126255989075	Amino acids and derivatives	0.5818473696708679	Amino acids and derivatives	0.5818473696708679	Amino acids, peptides, and analogues	0.5907776355743408	Carboxylic acids and derivatives	0.47702497243881226	Organic acids and derivatives	0.46694204211235046	Organic compounds; Amino acids, peptides, and analogues; Indanes; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Secondary alcohols; Benzene and substituted derivatives; Benzenoids; Amines; Aralkylamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities
1644_CCE1706_MZmine3_SIRIUS_1_10296	C15H20N2O3	[M + H]+	Amino acids and Peptides	0.7564888596534729	Small peptides	0.9454816579818726	Dipeptides	0.8886082768440247	Phenylalanine and derivatives	0.5343778729438782	Amino acids and derivatives	0.9454408288002014	Amino acids, peptides, and analogues	0.945399284362793	Carboxylic acids and derivatives	0.9996019005775452	Organic acids and derivatives	0.9999681711196899	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
756_CCE1706_MZmine3_SIRIUS_1_3071	C12H26O7	[M + H]+	Fatty acids	0.9955540299415588	Glycerolipids	0.9814700484275818	Monoacylglycerols	0.9902179837226868	Polyethylene glycols	0.9997066855430603	Dialkyl ethers	0.9999363422393799	Ethers	0.9999724626541138	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
525_CCE1706_MZmine3_SIRIUS_1_1850	C14H29N3O2	[M + H]+	Alkaloids	0.44770827889442444	Ornithine alkaloids	0.23194520175457	N-acyl amines	0.2033945471048355	Amino acids and derivatives	0.9377442598342896	Amino acids and derivatives	0.9377442598342896	Amino acids, peptides, and analogues	0.9348233938217163	Carboxylic acids and derivatives	0.8622276782989502	Organic acids and derivatives	0.9948409199714661	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2086_CCE1706_MZmine3_SIRIUS_1_14701	C13H20O6	[M - H2O + H]+	Polyketides	0.47549086809158325	Fatty Acids and Conjugates	0.22672638297080994	Hydroxy fatty acids	0.17684243619441986	Benzene and substituted derivatives	0.7727789878845215					Benzene and substituted derivatives	0.7727789878845215	Benzenoids	0.7685362100601196	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organooxygen compounds; Secondary alcohols; Benzene and substituted derivatives; Benzenoids; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
289_CCE1706_MZmine3_SIRIUS_1_1171	C8H17NO4	[M + H]+	Amino acids and Peptides	0.8587309122085571	Small peptides	0.4976271390914917	Aminoacids	0.3178730010986328	Alpha amino acid esters	0.8369534611701965	Amino acids and derivatives	0.9976171851158142	Amino acids, peptides, and analogues	0.9978137016296387	Carboxylic acids and derivatives	0.9945396780967712	Organic acids and derivatives	0.9977994561195374	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Carbonyl compounds; Dialkylamines; Amines; Secondary amines; Methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1646_CCE1706_MZmine3_SIRIUS_1_10304	C17H25NO7	[M - H2O + H]+	Polyketides	0.7691498398780823	Aromatic polyketides	0.3255467712879181	Simple amide alkaloids	0.15957088768482208	Benzoyl derivatives	0.6596714854240417			Benzoyl derivatives	0.6596714854240417	Benzene and substituted derivatives	0.8370428085327148	Benzenoids	0.6266137361526489	Organic compounds; Lipids and lipid-like molecules; Ketones; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2087_CCE1706_MZmine3_SIRIUS_1_14720	C17H35N3O2	[M + H]+	Fatty acids	0.5111728310585022	Fatty amides	0.5093619227409363	N-acyl amines	0.579135000705719	Amino acids and derivatives	0.5118465423583984	Amino acids and derivatives	0.5118465423583984	Amino acids, peptides, and analogues	0.5050041079521179	Carboxylic acids and derivatives	0.2238418161869049	Organic acids and derivatives	0.9607349038124084	Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Ureas; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
757_CCE1706_MZmine3_SIRIUS_1_3073	C14H30O7	[M + H3N + H]+	Fatty acids	0.9805229306221008	Glycerolipids	0.9304390549659729	Monoacylglycerols	0.9479865431785583	Polyethylene glycols	0.9654190540313721	Dialkyl ethers	0.9991401433944702	Ethers	0.9992491602897644	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
290_CCE1706_MZmine3_SIRIUS_1_1172	C18H29ClO3S	[M + H]+	Terpenoids	0.5648306012153625	Fatty Acids and Conjugates	0.4382750988006592	Wax monoesters	0.16712094843387604	Chlorobenzenes	0.7387999296188354	Chlorobenzenes	0.7387999296188354	Halobenzenes	0.6444714069366455	Benzene and substituted derivatives	0.7608745694160461	Benzenoids	0.5998896360397339	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Halobenzenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Fatty acid esters; Aryl chlorides; Carboxylic acid derivatives; Chlorobenzenes; Monocarboxylic acids and derivatives; Thioethers; Carboxylic acid esters; Organochlorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Vinyl halides; Sulfenyl compounds; Methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
529_CCE1706_MZmine3_SIRIUS_1_1869	C12H22N2O2	[M + H]+	Fatty acids	0.6720622181892395	Fatty amides	0.5774408578872681	N-acyl amines	0.4857087731361389	Amino acids and derivatives	0.6426951289176941	Amino acids and derivatives	0.6426951289176941	Amino acids, peptides, and analogues	0.6435500383377075	Carboxylic acids and derivatives	0.9989134073257446	Organic acids and derivatives	0.9997900128364563	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Amino fatty acids; Carboxylic acid derivatives; N-acyl amines; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Primary amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
967_CCE1706_MZmine3_SIRIUS_1_4563	C20H23N7O6	[M + H]+	Carbohydrates	0.3779994547367096	Pseudoalkaloids	0.6590191125869751	Purine nucleos(t)ides	0.5489722490310669	Purine 2'-deoxyribonucleosides	0.7799855470657349			Purine 2'-deoxyribonucleosides	0.7799855470657349	Purine nucleosides	0.9324415922164917	Nucleosides, nucleotides, and analogues	0.9462648034095764	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Benzoic acids and derivatives; Purines and purine derivatives; Hypoxanthines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Pyrimidones; Benzoyl derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Alpha amino acid esters; Azoles; Purine nucleosides; Purinones; Carboxamidines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Aminopyrimidines and derivatives; Diazines; 6-oxopurines; Imidazopyrimidines; Carbonyl compounds; Purine 2'-deoxyribonucleosides; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Amines; Primary amines; Vinylogous amides; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1875_CCE1706_MZmine3_SIRIUS_1_12674	C10H16O5	[M + H]+	Fatty acids	0.43318042159080505	Cyclic polyketides	0.3046214282512665	Monoacylglycerols	0.40118616819381714	Polyethylene glycols	0.9684218764305115	Dialkyl ethers	0.9686871767044067	Ethers	0.991489827632904	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Lactones; Alcohols and polyols; Ethers; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1192_CCE1706_MZmine3_SIRIUS_1_6256	C16H22O6	[M + H3N + H]+	Polyketides	0.6485829949378967	Coumarins	0.37480518221855164	Phthalide derivatives	0.6457992196083069	Phthalides	0.8343199491500854	Phthalides	0.8343199491500854	Isobenzofuranones	0.80638587474823	Isocoumarans	0.8731828331947327	Organoheterocyclic compounds	0.9941802024841309	Organic compounds; Organoheterocyclic compounds; Lactones; Alkyl aryl ethers; Alcohols and polyols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary alcohols; Tertiary alcohols; Phthalides; Polyols; Phenol ethers; Isobenzofuranones; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Isocoumarans; Organic oxygen compounds; Chemical entities
1648_CCE1706_MZmine3_SIRIUS_1_10321	C19H22N4O5	[M - H2O + H]+	Amino acids and Peptides	0.8212335109710693	Small peptides	0.4644332230091095	Polyamines	0.2587682902812958	N-acyl-alpha amino acids and derivatives	0.947645902633667	Amino acids and derivatives	0.9759806990623474	Amino acids, peptides, and analogues	0.9781832695007324	Carboxylic acids and derivatives	0.9968067407608032	Organic acids and derivatives	0.99965500831604	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyridines and derivatives; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Hydroxamic acids; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Benzenoids; Amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities
968_CCE1706_MZmine3_SIRIUS_1_4569	C17H28O10	[M - H2O + H]+	Terpenoids	0.7345161437988281	Monoterpenoids	0.9136065244674683	Acyclic monoterpenoids	0.6532800197601318	Terpene glycosides	0.7610737085342407			Terpene glycosides	0.7610737085342407	Prenol lipids	0.710364043712616	Lipids and lipid-like molecules	0.8411068320274353	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Hydroxy acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Monoterpenoids; Monocyclic monoterpenoids; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1876_CCE1706_MZmine3_SIRIUS_1_12675	C11H20O6	[M + H]+	Fatty acids	0.9777136445045471	Fatty Acids and Conjugates	0.5183675289154053	Wax monoesters	0.5396122932434082	Fatty acid methyl esters	0.897322416305542	Fatty acid methyl esters	0.897322416305542	Fatty acid esters	0.996345579624176	Fatty Acyls	0.9829839468002319	Lipids and lipid-like molecules	0.9814242720603943	Organic compounds; Lipids and lipid-like molecules; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Fatty acid methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
292_CCE1706_MZmine3_SIRIUS_1_1182	C8H15NO5	[M - H2O + H]+	Fatty acids	0.5212548971176147	Small peptides	0.5053487420082092	Aminoacids	0.19174104928970337	Amino acids	0.517696738243103	Amino acids and derivatives	0.963649332523346	Amino acids, peptides, and analogues	0.9601017832756042	Carboxylic acids and derivatives	0.9999457597732544	Organic acids and derivatives	0.9999934434890747	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Carboxylic acid derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
763_CCE1706_MZmine3_SIRIUS_1_3080	C11H24O5	[M + Na]+	Fatty acids	0.9862107634544373	Fatty Acids and Conjugates	0.7983559966087341	Methoxy fatty acids	0.9996432065963745	Fatty alcohols	0.6353816390037537			Fatty alcohols	0.6353816390037537	Fatty Acyls	0.45936140418052673	Lipids and lipid-like molecules	0.393455445766449	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Fatty alcohols; Acetals; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
